FID,ID_RECORREGUT,CODI_PARADA,NOM_PARADA,DESC_PARADA,CODI_INTERC,NOM_INTERC,ADRECA,NOM_POBLACIO,NOM_DISTRICTE,NOM_VIA,ORDRE,DISTANCIA_PAR_ANTERIOR,ES_ORIGEN,ES_DESTI,ES_MAXINODE,ID_LINIA,CODI_LINIA,NOM_LINIA,DESC_LINIA,CODI_TRAJECTE,TIPUS_PAQUET,CODI_PAQUET,ORIGEN_TRAJECTE,DESTI_TRAJECTE,DESC_PAQUET,ID_OPERADOR,NOM_OPERADOR,CODI_FAMILIA,NOM_FAMILIA,ORDRE_FAMILIA,ORDRE_LINIA,ID_TIPUS_SERVEI,ID_TIPUS_RECORREGUT,ID_TIPUS_SUB_SERVEI,NOM_TIPUS_SUB_SERVEI,ID_SENTIT,SENTIT,DESC_SENTIT,ID_TIPUS_DIA,CALENDARI_EMULAT,DATA,COLOR_REC,GEOMETRY,PUNTS_PARADA
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28ac,3283112,1670,Transports Metropolitans de Barcelona,Consorci Zona Franca,0,,"Número 62 De La Zona Franca, 18 ",Barcelona,Sants-Montjuïc,Carrer Número 62,5,726.44694,0,0,1,2898,23,23,Pl. Espanya / Parc Logístic,0231,1,23-23,Parc Logístic,Pl. Espanya,Pl. Espanya / Parc Logístic,2,TB,3,Proximitat,14,23,1,2,102,Sentit Comercial Tornada,2,T,Tornada,1,1,2022-05-07,ED8E8C,POINT (2.1422801277764516 41.34673609238604),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28ab,3283112,200,Pg  Zona Franca - Motors,Pg. Zona Franca/Cisell,0,,"Pg. Zona Franca, 2-8",Barcelona,Sants-Montjuïc,Passeig de la Zona Franca,6,1104.03845,0,0,0,2898,23,23,Pl. Espanya / Parc Logístic,0231,1,23-23,Parc Logístic,Pl. Espanya,Pl. Espanya / Parc Logístic,2,TB,3,Proximitat,14,23,1,2,102,Sentit Comercial Tornada,2,T,Tornada,1,1,2022-05-07,ED8E8C,POINT (2.1453392573161976 41.35169467065605),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28aa,3283112,1323,Pg  Zona Franca - Cisell,Pg. Zona Franca/Sant Eloi,0,,"Pg. Zona Franca, 56-66",Barcelona,Sants-Montjuïc,Passeig de la Zona Franca,7,386.11529,0,0,1,2898,23,23,Pl. Espanya / Parc Logístic,0231,1,23-23,Parc Logístic,Pl. Espanya,Pl. Espanya / Parc Logístic,2,TB,3,Proximitat,14,23,1,2,102,Sentit Comercial Tornada,2,T,Tornada,1,1,2022-05-07,ED8E8C,POINT (2.1431686678789537 41.35476754164137),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a9,3283112,1914,Foc - Mare de Déu de Port,Foc/Ferrocarrils Catalans,0,,"Foc, 128",Barcelona,Sants-Montjuïc,Carrer del Foc,8,493.63422,0,0,0,2898,23,23,Pl. Espanya / Parc Logístic,0231,1,23-23,Parc Logístic,Pl. Espanya,Pl. Espanya / Parc Logístic,2,TB,3,Proximitat,14,23,1,2,102,Sentit Comercial Tornada,2,T,Tornada,1,1,2022-05-07,ED8E8C,POINT (2.144037322900213 41.358417415560346),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a8,3283112,1030,Av Ferrer i Guàrdia - Av Montanyans,Ferrer i Guàrdia/Foixarda,0,,Pl. Sant Jordi/Av. Estadi (dir. Espanya),Barcelona,Sants-Montjuïc,Avinguda de Francesc Ferrer i Guàrdia,9,1641.47059,0,0,0,2898,23,23,Pl. Espanya / Parc Logístic,0231,1,23-23,Parc Logístic,Pl. Espanya,Pl. Espanya / Parc Logístic,2,TB,3,Proximitat,14,23,1,2,102,Sentit Comercial Tornada,2,T,Tornada,1,1,2022-05-07,ED8E8C,POINT (2.1451376651258793 41.36780413459026),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a7,3283112,945,Poble Espanyol,Ferrer i Guàrdia/Poble Espanyol,0,,"Av. Marquès de Comillas, 13-27",Barcelona,Sants-Montjuïc,Avinguda de Francesc Ferrer i Guàrdia,10,262.43123,0,0,0,2898,23,23,Pl. Espanya / Parc Logístic,0231,1,23-23,Parc Logístic,Pl. Espanya,Pl. Espanya / Parc Logístic,2,TB,3,Proximitat,14,23,1,2,102,Sentit Comercial Tornada,2,T,Tornada,1,1,2022-05-07,ED8E8C,POINT (2.146999949605304 41.36942098897514),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a6,3283112,2775,Pl Espanya,Pl. Espanya/Gran Via C.Catalanes,0,,Pl Espanya s/n,Barcelona,Sants-Montjuïc,Plaça d'Espanya,11,1228.1042,0,1,1,2898,23,23,Pl. Espanya / Parc Logístic,0231,1,23-23,Parc Logístic,Pl. Espanya,Pl. Espanya / Parc Logístic,2,TB,3,Proximitat,14,23,1,2,102,Sentit Comercial Tornada,2,T,Tornada,1,1,2022-05-07,ED8E8C,POINT (2.148751254061926 41.37456461982162),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a5,3277042,1208,Pl Catalunya - Rambla Catalunya,Pl. Catalunya/Rbla. Catalunya,0,,"Pl. Catalunya, 9",Barcelona,Eixample,Plaça de Catalunya,1,0,1,0,1,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1688313847287133 41.3875747173585),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a4,3277042,313,Pg de Gràcia - Gran Via,Pg. Gràcia/Diputació,26,Gran Via Centre,"Pg. de Gràcia, 24",Barcelona,Eixample,Passeig de Gràcia,2,462.97365,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1675597230080714 41.39013837146819),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a3,3277042,55,Pg de Gràcia - Aragó,Pg. Gràcia/Aragó,0,,"Pg. de Gràcia, 50",Barcelona,Eixample,Passeig de Gràcia,3,252.16396,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1655030482429694 41.39179965756838),2
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a2,3277042,1136,Pg de Gràcia - Mallorca,Gràcia/Mallorca,25,Eixample Centre,"Pg. de Gràcia, 74",Barcelona,Eixample,Passeig de Gràcia,4,261.88576,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1633625901606823 41.393521839080556),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a1,3277042,281,Pg de Gràcia - Diagonal,Pg. Gràcia/Av. Diagonal,0,,"Pg. de Gràcia, 106",Barcelona,Eixample,Passeig de Gràcia,5,397.27232,0,0,1,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.160124920212736 41.396140312555424),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-28a0,3277042,1389,Via Augusta - Diagonal,Via Augusta/Sèneca,24,Via Augusta,"Via Augusta, 2",Barcelona,Gràcia,Via Augusta,6,450.47604,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1555602134654706 41.39607008509037),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-289f,3277042,1262,Pl Gal·la Placídia,Via Augusta/Gal·la Placídia,58,Gal·la Placídia,Via Augusta / Pl. Gal·la Placídia,Barcelona,Gràcia,Via Augusta,7,475.49897,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1522924204075515 41.399564108384126),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-289e,3277042,120,Av Riera de Cassoles - Rambla de Prat,Riera de Cassoles/Bretón de los Herre,0,,"Av. Riera de Cassoles, 2 bis",Barcelona,Gràcia,Avinguda de la Riera de Cassoles,8,246.14452,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.151229551911657 41.40152554010779),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-289d,3277042,1123,Av Riera de Cassoles - Carolines,Riera de Cassoles/Carolines,0,,"Av. Riera de Cassoles, 34",Barcelona,Gràcia,Avinguda de la Riera de Cassoles,9,263.48955,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1500811147358188 41.40363791933784),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-289c,3277042,1118,Av Riera de Cassoles - Pl Lesseps,Riera de Cassoles/Gran de Gràcia,13,Lesseps,"Av. Riera de Cassoles, 66-68",Barcelona,Gràcia,Avinguda de la Riera de Cassoles,10,247.63705,0,0,1,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.150125985286018 41.40574352845487),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-289b,3277042,505,Trav de Dalt - La Granja,Dalt/Granja,0,,"Trav. de Dalt, 36",Barcelona,Gràcia,Travessera de Dalt,11,532.80079,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.153526188509672 41.40884122177774),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-289a,3277042,368,Trav de Dalt - Torrent de les Flors,Dalt/Sors,0,,"Trav. de Dalt, 82",Barcelona,Gràcia,Travessera de Dalt,12,317.67115,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.156636471251891 41.41046033286888),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2899,3277042,1328,Camèlies - Pau Alsina,Camèlies/Pau Alsina,0,,"Camèlies, 22-32",Barcelona,Gràcia,Carrer de les Camèlies,13,345.05608,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1597702270746546 41.411349015147906),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2898,3277042,1299,Av Mare de Déu de Montserrat - Sanllehy,Mare Déu de Montserrat/Sardenya,0,,"Av. Mare Déu de Montserrat, 14",Barcelona,Gràcia,Avinguda de la Mare de Déu de Montserrat,14,286.51204,0,0,1,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.160759101470614 41.41319175197646),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2897,3277042,1214,Ana María Matute - Pl Sanllehy,Ana María Matute/Miquel dels Sants O,0,,"Ana María Matute Ausejo, 4",Barcelona,Horta-Guinardó,Carrer de Ana María Matute Ausejo,15,177.69243,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.160693831835782 41.41397056956866),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2896,3277042,1215,Ana María Matute - Miquel Sants Oliver,Ana María Matute/Carmel,0,,"Ana María Matute Ausejo, 24",Barcelona,Horta-Guinardó,Carrer de Ana María Matute Ausejo,16,252.65236,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1584123746292625 41.41520706650557),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2895,3277042,1223,Ana María Matute - C N Catalunya,Carmel/Ana María Matute,0,,"Ctra. Carmel, 2",Barcelona,Horta-Guinardó,Carretera del Carmel,17,197.36093,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1567933308854514 41.41578173400051),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2894,3277042,1217,Ctra. del Carmel - Albert Llanas,Ctra. Carmel/Albert Llanas,0,,Ctra. Carmel/Albert Llanas (dir. Muntanya),Barcelona,Horta-Guinardó,Carretera del Carmel,18,349.98537,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.156468707874496 41.416461567934086),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2893,3277042,1447,Ctra del Carmel - Pasteur,Ctra. Carmel/Pasteur,0,,"Ctra. Carmel, 76",Barcelona,Horta-Guinardó,Carretera del Carmel,19,531.82192,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1584516693993168 41.41721602453878),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2892,3277042,1448,Ctra del Carmel - Mühlberg,Ctra. Carmel/Mühlberg,0,,"Ctra. Carmel, 104",Barcelona,Horta-Guinardó,Carretera del Carmel,20,105.68451,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.157657154942937 41.41795629065458),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2891,3277042,268,Doctor Bové - Gran Vista,Dr. Bové/Baixada del Passerell,0,,"Doctor Bové, 175 B",Barcelona,Horta-Guinardó,Carrer del Doctor Bové,21,203.2736,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.158382352994321 41.419352572579044),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2890,3277042,269,Doctor Bové - Ptge de la  Cadernera,Dr. Bové/Ptge. Cadernera,0,,"Doctor Bové, 129",Barcelona,Horta-Guinardó,Carrer del Doctor Bové,22,227.99736,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1604188081629845 41.42065183349941),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-288f,3277042,272,Doctor Bové - Pg de la Font de la Mulassa,Dr. Bové/Ptge. Font la Mulassa,0,,"Doctor Bové, 51",Barcelona,Horta-Guinardó,Carrer del Doctor Bové,23,315.17132,0,0,1,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.163092320829432 41.420911193058764),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-288e,3277042,267,Doctor Bové - Penyal,Penyal/Dr. Bové,0,,"Doctor Bové, 44",Barcelona,Horta-Guinardó,Carrer del Doctor Bové,24,194.66284,0,1,1,2840,24,24,Pl. Catalunya / El Carmel,0240,1,24-24,Pl. Catalunya,El Carmel,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1627043707657703 41.42106271117878),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-288d,3182103,267,Doctor Bové - Penyal,Penyal/Dr. Bové,0,,"Doctor Bové, 44",Barcelona,Horta-Guinardó,Carrer del Doctor Bové,1,0,1,0,1,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1627043707657703 41.42106271117878),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-288c,3182103,270,Doctor Bové - Baixada Passerell,Dr. Bové/Ptge. Cadernera,0,,"Doctor Bové, 132",Barcelona,Horta-Guinardó,Carrer del Doctor Bové,2,303.23747,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1601776128076686 41.420639370089845),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-288b,3182103,271,Doctor Bové - Conca de Tremp,Dr. Bové/Conca de Tremp,0,,"Doctor Bové, 202",Barcelona,Horta-Guinardó,Carrer del Doctor Bové,3,269.05434,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1578332500776494 41.419020739705935),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-288a,3182103,1449,Ctra del Carmel - Gran Vista,Ctra. Carmel/Mühlberg,0,,"Ctra. Carmel, 118",Barcelona,Horta-Guinardó,Carretera del Carmel,4,104.61966,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1573146672537162 41.41830120940635),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2889,3182103,1218,Ctra del Carmel - Pl Raimon Casellas,Ctra. Carmel/Cunit,0,,Ctra. Carmel/Pasteur (dir. Mar),Barcelona,Horta-Guinardó,Carretera del Carmel,5,208.10903,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1588328635790766 41.41683470035339),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2888,3182103,1219,Ctra del Carmel - Can Xirot,Ctra. Carmel/Parc Güell,0,,"Ctra. Carmel, 31-33",Barcelona,Horta-Guinardó,Carretera del Carmel,6,408.81414,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1564579301238243 41.41697200193968),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2887,3182103,1221,Ctra del Carmel - Ana María Matute,Carmel/Ana María Matute,0,,"Ctra. Carmel, 7-9",Barcelona,Gràcia,Carretera del Carmel,7,406.46655,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1568035374514225 41.415645642745694),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2886,3182103,1222,Ana María Matute - Av Pompeu Fabra,Ana María Matute/Sanllehy,0,,"Ana María Matute Ausejo, 23-25",Barcelona,Gràcia,Carrer de Ana María Matute Ausejo,8,237.45991,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1586042448736245 41.414883599162614),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2885,3182103,897,Pl Sanllehy,Pl. Sanllehy,0,,"Pl. Sanllehy, 5 (dir. Mar)",Barcelona,Gràcia,Plaça de Sanllehy,9,226.18202,0,0,1,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1608142070877645 41.413941290998),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2884,3182103,2776,Trav de Dalt - Riera de Can Toda,Trav. de Dalt/Can Toda,0,,"travessera de Dalt, 125-127 ",Barcelona,Gràcia,Travessera de Dalt,10,307.9175,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.159227317059274 41.41239347911512),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2883,3182103,2777,CAP Larrard,Trav. de Dalt/Larrard,0,,"Travessera de Dalt, 81",Barcelona,Gràcia,Travessera de Dalt,11,314.2219,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.156349560668865 41.410575718978635),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2882,3182103,1513,Trav de Dalt - Verdi,Trav. de Dalt/Verdi,0,,"Trav.de Dalt, 31-35",Barcelona,Gràcia,Travessera de Dalt,12,339.29851,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.153017246172449 41.40890136810716),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2881,3182103,1122,Pl Lesseps - Riera de Vallcarca,Lesseps/República Argentina,13,Lesseps,"Pl. Lesseps, s/n",Barcelona,Gràcia,Plaça de Lesseps,13,391.64687,0,0,1,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1495106033214864 41.40674453810915),2
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-2880,3182103,1533,Av Riera de Cassoles - Guillem Tell,Riera de Cassoles/Mulet,0,,"Av. Riera de Cassoles, 23-27",Barcelona,Sarrià-St. Gervasi,Avinguda de la Riera de Cassoles,14,471.88274,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1500298601223755 41.40280667191321),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-287f,3182103,1522,Av Riera de Cassoles - Via Augusta,Riera de Cassoles/Augusta,0,,"Av. Riera de Cassoles, 3",Barcelona,Sarrià-St. Gervasi,Avinguda de la Riera de Cassoles,15,200.23045,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.151112265907768 41.40122559063809),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-287e,3182103,1387,Gal·la Placídia,Via Augusta/Trav. de Gràcia,0,,"Gal·la Placídia, 9",Barcelona,Sarrià-St. Gervasi,Via Augusta,16,269.3416,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.152383111876523 41.39920267185587),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-287d,3182103,286,Via Augusta - Diagonal,Via Augusta/Av. Diagonal,0,,"Via Augusta, 9",Barcelona,Sarrià-St. Gervasi,Via Augusta,17,381.00184,0,0,0,2840,24,24,Pl. Catalunya / El Carmel,0241,1,24-24,El Carmel,Pl. Catalunya,Pl. Catalunya / El Carmel,2,TB,1,Convencionals,14,24,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.155036245532214 41.39642104092449),1
