Partition1,Partition2,Number_of_Lists(1),Number_of_Lists(2),Same_Class_Agreements,Agreements,Disagreements(1),Disagreements(2),Disagreements,Pairs,Jaccard_Index,Rand_Index,Adjusted_Rand_Index,Fowlkes_Mallows_Index,Normalized_Mutual_Information_Index_(maximum),Normalized_Mutual_Information_Index_(arithmetic),Normalized_Mutual_Information_Index_(geometric),Normalized_Mutual_Information_Index_(minimum),Asymmetric_Wallace_Index(1),Asymmetric_Wallace_Index(2),Mirkin_Metric,Van_Dongen_Metric,Variation_Of_Information_Metric,Normalized_Mirkin_Metric,Normalized_Van_Dongen_Metric,Normalized_Variation_Of_Information_Metric,Partition1_Equals_Partition2,Partition1_Inside_Partition2,Partition2_Inside_Partition1
nets/graph4+4_louvain.clu,A3-networks/toy/graph4+4.clu,3,2,6,21,1,6,7,28,0.4615,0.7500,0.4615,0.6547,0.4804,0.5856,0.6002,0.7500,0.8571,0.5000,14.0000,3.0000,1.0613,0.2500,0.1875,0.3538,No,No,No
