Partition,Modularity,Reference Modularity
Louvain,0.372,0.246
<<<<<<< HEAD
<<<<<<< HEAD
Infomap,0.012,0.246
=======
Infomap,0.006,0.246
>>>>>>> 013058540314a6e808d308bf8b68c4a49ef63ace
=======
Infomap,0.006,0.246
>>>>>>> 013058540314a6e808d308bf8b68c4a49ef63ace
