Partition1,Partition2,Number_of_Lists(1),Number_of_Lists(2),Same_Class_Agreements,Agreements,Disagreements(1),Disagreements(2),Disagreements,Pairs,Jaccard_Index,Rand_Index,Adjusted_Rand_Index,Fowlkes_Mallows_Index,Normalized_Mutual_Information_Index_(maximum),Normalized_Mutual_Information_Index_(arithmetic),Normalized_Mutual_Information_Index_(geometric),Normalized_Mutual_Information_Index_(minimum),Asymmetric_Wallace_Index(1),Asymmetric_Wallace_Index(2),Mirkin_Metric,Van_Dongen_Metric,Variation_Of_Information_Metric,Normalized_Mirkin_Metric,Normalized_Van_Dongen_Metric,Normalized_Variation_Of_Information_Metric,Partition1_Equals_Partition2,Partition1_Inside_Partition2,Partition2_Inside_Partition1
nets/zachary_unwh_louvain.clu,A3-networks/real/zachary_unwh-real.clu,4,2,135,412,11,138,149,561,0.4754,0.7344,0.4619,0.6762,0.4469,0.5866,0.6176,0.8536,0.9247,0.4945,298.0000,13.0000,1.1999,0.2656,0.1912,0.2359,No,No,No
