Partition1,Partition2,Number_of_Lists(1),Number_of_Lists(2),Same_Class_Agreements,Agreements,Disagreements(1),Disagreements(2),Disagreements,Pairs,Jaccard_Index,Rand_Index,Adjusted_Rand_Index,Fowlkes_Mallows_Index,Normalized_Mutual_Information_Index_(maximum),Normalized_Mutual_Information_Index_(arithmetic),Normalized_Mutual_Information_Index_(geometric),Normalized_Mutual_Information_Index_(minimum),Asymmetric_Wallace_Index(1),Asymmetric_Wallace_Index(2),Mirkin_Metric,Van_Dongen_Metric,Variation_Of_Information_Metric,Normalized_Mirkin_Metric,Normalized_Van_Dongen_Metric,Normalized_Variation_Of_Information_Metric,Partition1_Equals_Partition2,Partition1_Inside_Partition2,Partition2_Inside_Partition1
nets/star_louvain.clu,A3-networks/toy/star.clu,1,1,36,36,0,0,0,36,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Yes,Yes,Yes
